No,;Time;Source;Destination;;Length;Info;;;;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
10156;162,649445;192,168,43,26;103.234.121.113;TCP;66;59741  >  80 [ACK] Seq=3218 Ack=1520647 Win=133120 Len=0 SLE=1522007 SRE=1523367;;;;;;;162,649445;162,662542;0,013097;;-0,012799;0,000298;0,013097
10157;162,662542;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1520647 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,662542;162,662840;0,000298;;6,2E-05;0,00036;0,000298
10158;162,662840;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1523367 Win=133120 Len=0;;;;;;;162,662840;162,663200;0,00036;;-0,00036;0;0,00036
10159;162,663200;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=656552 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,663200;162,663200;0;;0;0;0
10160;162,663200;172,217,194,94;192,168,43,26;TCP;54;443  >  59758 [ACK] Seq=3299 Ack=1189 Win=14788 Len=0;;;;;;;162,663200;162,663200;0;;0,011576;0,011576;0
10161;162,663200;172,217,194,94;192,168,43,26;TLSv1,3;85;Application Data;;;;;;;162,663200;162,674776;0,011576;;-0,011273;0,000303;0,011576
10162;162,674776;172,217,194,94;192,168,43,26;TLSv1,3;1093;Application Data;;;;;;;162,674776;162,675079;0,000303;;0,00508;0,005383;0,000303
10163;162,675079;192,168,43,26;172,217,194,94;TCP;54;59758  >  443 [ACK] Seq=1220 Ack=4369 Win=66560 Len=0;;;;;;;162,675079;162,680462;0,005383;;0,001494;0,006877;0,005383
10164;162,680462;192,168,43,26;172,217,194,94;TLSv1,3;89;Application Data;;;;;;;162,680462;162,687339;0,006877;;-0,006554;0,000323;0,006877
10165;162,687339;172,217,194,94;192,168,43,26;TLSv1,3;85;Application Data;;;;;;;162,687339;162,687662;0,000323;;-6,4E-05;0,000259;0,000323
10166;162,687662;172,217,194,94;192,168,43,26;TLSv1,3;93;Application Data;;;;;;;162,687662;162,687921;0,000259;;0,00244;0,002699;0,000259
10167;162,687921;192,168,43,26;172,217,194,94;TCP;54;59758  >  443 [ACK] Seq=1255 Ack=4439 Win=66560 Len=0;;;;;;;162,687921;162,690620;0,002699;;0,004415;0,007114;0,002699
10168;162,690620;192,168,43,26;172,217,194,94;TLSv1,3;93;Application Data;;;;;;;162,690620;162,697734;0,007114;;0,002792;0,009906;0,007114
10169;162,697734;52,109,88,34;192,168,43,26;TCP;1414;443  >  59757 [ACK] Seq=6097 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,697734;162,707640;0,009906;;-0,009711;0,000195;0,009906
10170;162,707640;52,109,88,34;192,168,43,26;TCP;1414;443  >  59757 [ACK] Seq=7457 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,707640;162,707835;0,000195;;0,000617;0,000812;0,000195
10171;162,707835;192,168,43,26;52,109,88,34;TCP;54;59757  >  443 [ACK] Seq=1051 Ack=8817 Win=66560 Len=0;;;;;;;162,707835;162,708647;0,000812;;0,017059;0,017871;0,000812
10172;162,708647;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=657912 Win=133120 Len=0;;;;;;;162,708647;162,726518;0,017871;;-0,008054;0,009817;0,017871
10173;162,726518;52,109,88,34;192,168,43,26;TCP;1414;443  >  59757 [ACK] Seq=8817 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,726518;162,736335;0,009817;;-0,009636;0,000181;0,009817
10174;162,736335;52,109,88,34;192,168,43,26;TCP;1414;443  >  59757 [ACK] Seq=10177 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,736335;162,736516;0,000181;;0,008653;0,008834;0,000181
10175;162,736516;192,168,43,26;52,109,88,34;TCP;54;59757  >  443 [ACK] Seq=1051 Ack=11537 Win=66560 Len=0;;;;;;;162,736516;162,745350;0,008834;;-0,008605;0,000229;0,008834
10176;162,745350;52,109,88,34;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 443  >  59757 [ACK] Seq=12897 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,745350;162,745579;0,000229;;0,00955;0,009779;0,000229
10177;162,745579;192,168,43,26;52,109,88,34;TCP;66;[TCP Dup ACK 10175#1] 59757  >  443 [ACK] Seq=1051 Ack=11537 Win=66560 Len=0 SLE=12897 SRE=14257;;;;;;;162,745579;162,755358;0,009779;;-0,009618;0,000161;0,009779
10178;162,755358;52,109,88,34;192,168,43,26;TCP;1414;443  >  59757 [ACK] Seq=14257 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,755358;162,755519;0,000161;;0,012189;0,01235;0,000161
10179;162,755519;192,168,43,26;52,109,88,34;TCP;66;[TCP Dup ACK 10175#2] 59757  >  443 [ACK] Seq=1051 Ack=11537 Win=66560 Len=0 SLE=12897 SRE=15617;;;;;;;162,755519;162,767869;0,01235;;-0,012085;0,000265;0,01235
10180;162,767869;52,109,88,34;192,168,43,26;TCP;1414;[TCP Fast Retransmission] 443  >  59757 [ACK] Seq=11537 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,767869;162,768134;0,000265;;0,016724;0,016989;0,000265
10181;162,768134;192,168,43,26;52,109,88,34;TCP;54;59757  >  443 [ACK] Seq=1051 Ack=15617 Win=66560 Len=0;;;;;;;162,768134;162,785123;0,016989;;-0,011592;0,005397;0,016989
10182;162,785123;52,109,88,34;192,168,43,26;TCP;1414;443  >  59757 [PSH, ACK] Seq=15617 Ack=1051 Win=14650 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,785123;162,790520;0,005397;;-0,005233;0,000164;0,005397
10183;162,790520;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1524727 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,790520;162,790684;0,000164;;0,024661;0,024825;0,000164
10184;162,790684;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10158#1] 59741  >  80 [ACK] Seq=3218 Ack=1523367 Win=133120 Len=0 SLE=1524727 SRE=1526087;;;;;;;162,790684;162,815509;0,024825;;-0,016582;0,008243;0,024825
10185;162,815509;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1523367 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,815509;162,823752;0,008243;;-0,007887;0,000356;0,008243
10186;162,823752;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=657912 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,823752;162,824108;0,000356;;0,012343;0,012699;0,000356
10187;162,824108;172,217,194,94;192,168,43,26;TCP;54;443  >  59758 [ACK] Seq=4439 Ack=1220 Win=14819 Len=0;;;;;;;162,824108;162,836807;0,012699;;-0,002908;0,009791;0,012699
10188;162,836807;192,168,43,26;52,109,88,34;TCP;54;59757  >  443 [ACK] Seq=1051 Ack=16977 Win=66560 Len=0;;;;;;;162,836807;162,846598;0,009791;;-0,009448;0,000343;0,009791
10189;162,846598;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1526087 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,846598;162,846941;0,000343;;0,009681;0,010024;0,000343
10190;162,846941;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1527447 Win=133120 Len=0;;;;;;;162,846941;162,856965;0,010024;;-0,009863;0,000161;0,010024
10191;162,856965;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1516567 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,856965;162,857126;0,000161;;3,4E-05;0,000195;0,000161
10192;162,857126;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10190#1] 59741  >  80 [ACK] Seq=3218 Ack=1527447 Win=133120 Len=0 SLE=1516567 SRE=1517927;;;;;;;162,857126;162,857321;0,000195;;-0,000195;0;0,000195
10193;162,857321;172,217,194,94;192,168,43,26;TCP;54;443  >  59758 [ACK] Seq=4439 Ack=1255 Win=14854 Len=0;;;;;;;162,857321;162,857321;0;;0,007817;0,007817;0
10194;162,857321;172,217,194,94;192,168,43,26;TCP;54;443  >  59758 [ACK] Seq=4439 Ack=1294 Win=14893 Len=0;;;;;;;162,857321;162,865138;0,007817;;-0,006673;0,001144;0,007817
10195;162,865138;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1527447 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,865138;162,866282;0,001144;;0,008645;0,009789;0,001144
10196;162,866282;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=659272 Win=133120 Len=0;;;;;;;162,866282;162,876071;0,009789;;-0,009588;0,000201;0,009789
10197;162,876071;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1520647 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,876071;162,876272;0,000201;;0,023832;0,024033;0,000201
10198;162,876272;192,168,43,26;103.234.121.113;TCP;66;59741  >  80 [ACK] Seq=3218 Ack=1528807 Win=133120 Len=0 SLE=1520647 SRE=1522007;;;;;;;162,876272;162,900305;0,024033;;-0,021105;0,002928;0,024033
10199;162,900305;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=659272 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,900305;162,903233;0,002928;;-0,002654;0,000274;0,002928
10200;162,903233;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1528807 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,903233;162,903507;0,000274;;0,024607;0,024881;0,000274
10201;162,903507;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1530167 Win=133120 Len=0;;;;;;;162,903507;162,928388;0,024881;;-0,022502;0,002379;0,024881
10202;162,928388;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1530167 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,928388;162,930767;0,002379;;0,01295;0,015329;0,002379
10203;162,930767;52,109,88,34;192,168,43,26;TLSv1,2;811;Application Data;;;;;;;162,930767;162,946096;0,015329;;-0,015033;0,000296;0,015329
10204;162,946096;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1531527 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,946096;162,946392;0,000296;;0,001251;0,001547;0,000296
10205;162,946392;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1532887 Win=133120 Len=0;;;;;;;162,946392;162,947939;0,001547;;0,019529;0,021076;0,001547
10206;162,947939;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=660632 Win=133120 Len=0;;;;;;;162,947939;162,969015;0,021076;;-0,014748;0,006328;0,021076
10207;162,969015;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1532887 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,969015;162,975343;0,006328;;0,005247;0,011575;0,006328
10208;162,975343;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=660632 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,975343;162,986918;0,011575;;-0,010969;0,000606;0,011575
10209;162,986918;192,168,43,26;52,109,88,34;TCP;54;59757  >  443 [ACK] Seq=1051 Ack=17734 Win=65792 Len=0;;;;;;;162,986918;162,987524;0,000606;;-0,000383;0,000223;0,000606
10210;162,987524;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1534247 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,987524;162,987747;0,000223;;0,006783;0,007006;0,000223
10211;162,987747;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1535607 Win=133120 Len=0;;;;;;;162,987747;162,994753;0,007006;;-0,006836;0,00017;0,007006
10212;162,994753;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1523367 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,994753;162,994923;0,00017;;0,018876;0,019046;0,00017
10213;162,994923;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10211#1] 59741  >  80 [ACK] Seq=3218 Ack=1535607 Win=133120 Len=0 SLE=1523367 SRE=1524727;;;;;;;162,994923;163,013969;0,019046;;-0,007269;0,011777;0,019046
10214;163,013969;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1535607 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,013969;163,025746;0,011777;;-0,007156;0,004621;0,011777
10215;163,025746;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=661992 Win=133120 Len=0;;;;;;;163,025746;163,030367;0,004621;;0,023218;0,027839;0,004621
10216;163,030367;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=661992 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,030367;163,058206;0,027839;;-0,011925;0,015914;0,027839
10217;163,058206;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1536967 Win=133120 Len=0;;;;;;;163,058206;163,074120;0,015914;;-0,002802;0,013112;0,015914
10218;163,074120;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=663352 Win=133120 Len=0;;;;;;;163,074120;163,087232;0,013112;;-0,012941;0,000171;0,013112
10219;163,087232;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1538327 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,087232;163,087403;0,000171;;0,000261;0,000432;0,000171
10220;163,087403;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10217#1] 59741  >  80 [ACK] Seq=3218 Ack=1536967 Win=133120 Len=0 SLE=1538327 SRE=1539687;;;;;;;163,087403;163,087835;0,000432;;-0,000432;0;0,000432
10221;163,087835;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1536967 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,087835;163,087835;0;;0;0;0
10222;163,087835;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1541047 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,087835;163,087835;0;;0,000332;0,000332;0
10223;163,087835;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1539687 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,087835;163,088167;0,000332;;-9,1E-05;0,000241;0,000332
10224;163,088167;192,168,43,26;103.234.121.113;TCP;66;59741  >  80 [ACK] Seq=3218 Ack=1539687 Win=133120 Len=0 SLE=1541047 SRE=1542407;;;;;;;163,088167;163,088408;0,000241;;0,00088;0,001121;0,000241
10225;163,088408;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1542407 Win=133120 Len=0;;;;;;;163,088408;163,089529;0,001121;;0,009264;0,010385;0,001121
10226;163,089529;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=663352 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,089529;163,099914;0,010385;;0,001463;0,011848;0,010385
10227;163,099914;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1542407 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,099914;163,111762;0,011848;;-0,011516;0,000332;0,011848
10228;163,111762;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1543767 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,111762;163,112094;0,000332;;0,015511;0,015843;0,000332
10229;163,112094;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1545127 Win=133120 Len=0;;;;;;;163,112094;163,127937;0,015843;;-0,015578;0,000265;0,015843
10230;163,127937;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=664712 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,127937;163,128202;0,000265;;0,021836;0,022101;0,000265
10231;163,128202;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=666072 Win=133120 Len=0;;;;;;;163,128202;163,150303;0,022101;;-0,02193;0,000171;0,022101
10232;163,150303;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1546487 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,150303;163,150474;0,000171;;0,017027;0,017198;0,000171
10233;163,150474;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10229#1] 59741  >  80 [ACK] Seq=3218 Ack=1545127 Win=133120 Len=0 SLE=1546487 SRE=1547847;;;;;;;163,150474;163,167672;0,017198;;-0,005158;0,01204;0,017198
10234;163,167672;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1545127 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,167672;163,179712;0,01204;;-0,011778;0,000262;0,01204
10235;163,179712;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1547847 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,179712;163,179974;0,000262;;0,004187;0,004449;0,000262
10236;163,179974;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1549207 Win=133120 Len=0;;;;;;;163,179974;163,184423;0,004449;;0,002584;0,007033;0,004449
10237;163,184423;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1549207 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,184423;163,191456;0,007033;;0,014997;0,02203;0,007033
10238;163,191456;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=666072 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,191456;163,213486;0,02203;;-0,021821;0,000209;0,02203
10239;163,213486;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1551927 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,213486;163,213695;0,000209;;0,010201;0,01041;0,000209
10240;163,213695;192,168,43,26;103.234.121.113;TCP;66;59741  >  80 [ACK] Seq=3218 Ack=1550567 Win=133120 Len=0 SLE=1551927 SRE=1553287;;;;;;;163,213695;163,224105;0,01041;;-0,010152;0,000258;0,01041
10241;163,224105;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1550567 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,224105;163,224363;0,000258;;0,011109;0,011367;0,000258
10242;163,224363;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1553287 Win=133120 Len=0;;;;;;;163,224363;163,235730;0,011367;;0,000695;0,012062;0,011367
10243;163,235730;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=667432 Win=133120 Len=0;;;;;;;163,235730;163,247792;0,012062;;-0,011899;0,000163;0,012062
10244;163,247792;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1554647 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,247792;163,247955;0,000163;;0,007159;0,007322;0,000163
10245;163,247955;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10242#1] 59741  >  80 [ACK] Seq=3218 Ack=1553287 Win=133120 Len=0 SLE=1554647 SRE=1556007;;;;;;;163,247955;163,255277;0,007322;;0,000681;0,008003;0,007322
10246;163,255277;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1553287 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,255277;163,263280;0,008003;;-0,007708;0,000295;0,008003
10247;163,263280;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1556007 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,263280;163,263575;0,000295;;0,009502;0,009797;0,000295
10248;163,263575;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1557367 Win=133120 Len=0;;;;;;;163,263575;163,273372;0,009797;;0,004197;0,013994;0,009797
10249;163,273372;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=667432 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,273372;163,287366;0,013994;;-0,013729;0,000265;0,013994
10250;163,287366;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1558727 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,287366;163,287631;0,000265;;0,019618;0,019883;0,000265
10251;163,287631;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10248#1] 59741  >  80 [ACK] Seq=3218 Ack=1557367 Win=133120 Len=0 SLE=1558727 SRE=1560087;;;;;;;163,287631;163,307514;0,019883;;-0,008267;0,011616;0,019883
10252;163,307514;103.234.121.113;192,168,43,26;TCP;1414;[TCP Out-Of-Order] 80  >  59741 [ACK] Seq=1557367 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,307514;163,319130;0,011616;;-0,004743;0,006873;0,011616
10253;163,319130;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=668792 Win=133120 Len=0;;;;;;;163,319130;163,326003;0,006873;;-0,004513;0,00236;0,006873
10254;163,326003;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=668792 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,326003;163,328363;0,00236;;-0,002098;0,000262;0,00236
10255;163,328363;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1560087 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,328363;163,328625;0,000262;;0,021167;0,021429;0,000262
10256;163,328625;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1561447 Win=133120 Len=0;;;;;;;163,328625;163,350054;0,021429;;0,002053;0,023482;0,021429
10257;163,350054;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1561447 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,350054;163,373536;0,023482;;-0,005788;0,017694;0,023482
10258;163,373536;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=670152 Win=133120 Len=0;;;;;;;163,373536;163,391230;0,017694;;-0,010349;0,007345;0,017694
10259;163,391230;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1562807 Win=133120 Len=0;;;;;;;163,391230;163,398575;0,007345;;0,079708;0,087053;0,007345
10260;163,398575;192,168,43,26;23,60,153,206;HTTP;364;GET /pr/64256afe-f5d9-4f86-8936-8840a6a4f5be/Office/Data/16,0,13231,20360/stream,x86,en-us,dat HTTP/1,1 ;;;;;;;163,398575;163,485628;0,087053;;-0,086928;0,000125;0,087053
10261;163,485628;103.234.121.113;192,168,43,26;TCP;1414;[TCP Spurious Retransmission] 80  >  59741 [ACK] Seq=1545127 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;163,485628;163,485753;0,000125;;0,003592;0,003717;0,000125
